date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:45:01	282/282	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2009:45:00%20GMT	https://Paysusofi.b-cdn.net/wp-content/uploads/index-how-it-works.409f2cb4.png	C:/Users/User/Desktop/STOP/Paysusofi.b-cdn.net/wp-content/uploads/index-how-it-works.409f2cb4.13.delayed	(from https://www.Paysusofi.com/)
10:45:02	70546/70546	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2007:56:11%20GMT	https://www.Paysusofi.com/services/airtime-purchase/	C:/Users/User/Desktop/STOP/www.Paysusofi.com/services/airtime-purchase/index.html	(from https://www.Paysusofi.com/)
10:45:02	70356/70356	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2007:56:11%20GMT	https://www.Paysusofi.com/services/data-subscription/	C:/Users/User/Desktop/STOP/www.Paysusofi.com/services/data-subscription/index.html	(from https://www.Paysusofi.com/)
10:45:26	48582/48582	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Jul%202024%2005:50:57%20GMT	https://www.Paysusofi.com/faqs/	C:/Users/User/Desktop/STOP/www.Paysusofi.com/faqs/index.html	(from https://www.Paysusofi.com/)
10:45:27	42838/42838	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2020:48:32%20GMT	https://www.Paysusofi.com/contact-us/	C:/Users/User/Desktop/STOP/www.Paysusofi.com/contact-us/index.html	(from https://www.Paysusofi.com/)
10:45:27	284/284	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2009:45:26%20GMT	https://Paysusofi.b-cdn.net/wp-content/uploads/why-choose-Paysusofi.9488c32b-1.png	C:/Users/User/Desktop/STOP/Paysusofi.b-cdn.net/wp-content/uploads/why-choose-Paysusofi.9488c32b-1.15.delayed	(from https://www.Paysusofi.com/)
10:45:27	2794923/2794923	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2011:00:42%20GMT	https://www.Paysusofi.com/wp-content/uploads/index-hero-image.4e3940b0.png	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-content/uploads/index-hero-image.4e3940b0.png	(from https://www.Paysusofi.com/)
10:45:28	1681699/1681699	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2013:31:12%20GMT	https://www.Paysusofi.com/wp-content/uploads/index-how-it-works.409f2cb4.png	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-content/uploads/index-how-it-works.409f2cb4.png	(from https://www.Paysusofi.com/)
10:45:32	282/282	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2009:45:31%20GMT	https://Paysusofi.b-cdn.net/wp-content/uploads/index-virtual-card.439c3eaf.png	C:/Users/User/Desktop/STOP/Paysusofi.b-cdn.net/wp-content/uploads/index-virtual-card.439c3eaf.png	(from https://www.Paysusofi.com/)
10:45:35	477387/477387	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2013:51:10%20GMT	https://www.Paysusofi.com/wp-content/uploads/why-choose-Paysusofi.9488c32b-1.png	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-content/uploads/why-choose-Paysusofi.9488c32b-1.png	(from https://www.Paysusofi.com/)
10:45:35	287/287	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2009:45:34%20GMT	https://Paysusofi.b-cdn.net/wp-content/uploads/index-enjoy-convenience.299ac906.png	C:/Users/User/Desktop/STOP/Paysusofi.b-cdn.net/wp-content/uploads/index-enjoy-convenience.299ac906.png	(from https://www.Paysusofi.com/)
10:45:38	615606/615606	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2014:13:56%20GMT	https://www.Paysusofi.com/wp-content/uploads/index-virtual-card.439c3eaf.png	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-content/uploads/index-virtual-card.439c3eaf.png	(from https://www.Paysusofi.com/)
10:45:40	295/295	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2009:45:38%20GMT	https://Paysusofi.b-cdn.net/wp-content/themes/bricks/assets/js/bricks.min.js?ver=1710359857	C:/Users/User/Desktop/STOP/Paysusofi.b-cdn.net/wp-content/themes/bricks/assets/js/bricks.min16b8.js	(from https://www.Paysusofi.com/)
10:45:42	48263/48263	---M-Z	200	added ('OK')	text/html	date:Sun,%2021%20Jul%202024%2005:50:57%20GMT	https://www.Paysusofi.com/cookies/	C:/Users/User/Desktop/STOP/www.Paysusofi.com/cookies/index.html	(from https://www.Paysusofi.com/)
10:45:42	49588/49588	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2007:00:55%20GMT	https://www.Paysusofi.com/terms/	C:/Users/User/Desktop/STOP/www.Paysusofi.com/terms/index.html	(from https://www.Paysusofi.com/)
10:45:42	49494/49494	---M-Z	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2009:43:43%20GMT	https://www.Paysusofi.com/privacy/	C:/Users/User/Desktop/STOP/www.Paysusofi.com/privacy/index.html	(from https://www.Paysusofi.com/)
10:45:43	103642/103642	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2013%20Mar%202024%2019:57:37%20GMT	https://www.Paysusofi.com/wp-content/themes/bricks/assets/js/bricks.min.js?ver=1710359857	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-content/themes/bricks/assets/js/bricks.min16b8.js	(from https://www.Paysusofi.com/)
10:45:43	1451/1451	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:45:42%20GMT	https://www.Paysusofi.com/wp-json/wp/v2/pages/23	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/wp/v2/pages/23.json	(from https://www.Paysusofi.com/about-us/)
10:45:44	2049/2049	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:45:43%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fabout-us%2F	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embed0ffb.json	(from https://www.Paysusofi.com/about-us/)
10:45:45	2209/2209	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Sep%202024%2009:45:44%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fabout-us%2F&format=xml	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embed6f04	(from https://www.Paysusofi.com/about-us/)
10:45:45	2503309/2503309	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2014:58:12%20GMT	https://www.Paysusofi.com/wp-content/uploads/index-enjoy-convenience.299ac906.png	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-content/uploads/index-enjoy-convenience.299ac906.png	(from https://www.Paysusofi.com/)
10:45:45	281/281	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2009:45:44%20GMT	https://Paysusofi.b-cdn.net/wp-content/uploads/financial-freedom.2cf913fd.png	C:/Users/User/Desktop/STOP/Paysusofi.b-cdn.net/wp-content/uploads/financial-freedom.2cf913fd.20.delayed	(from https://www.Paysusofi.com/about-us/)
10:45:47	1580/1580	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:45:46%20GMT	https://www.Paysusofi.com/wp-json/wp/v2/pages/27	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/wp/v2/pages/27.json	(from https://www.Paysusofi.com/services/data-subscription/)
10:45:47	2114/2114	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:45:46%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fservices%2Fdata-subscription%2F	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embed39f8.json	(from https://www.Paysusofi.com/services/data-subscription/)
10:45:48	392771/392771	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2016:05:48%20GMT	https://www.Paysusofi.com/wp-content/uploads/financial-freedom.2cf913fd.png	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-content/uploads/financial-freedom.2cf913fd.png	(from https://www.Paysusofi.com/about-us/)
10:45:48	2272/2272	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Sep%202024%2009:45:47%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fservices%2Fdata-subscription%2F&format=xml	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embedcd76	(from https://www.Paysusofi.com/services/data-subscription/)
10:45:48	283/283	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2009:45:48%20GMT	https://Paysusofi.b-cdn.net/wp-content/uploads/data-sub-hero-image.ade6340a.png	C:/Users/User/Desktop/STOP/Paysusofi.b-cdn.net/wp-content/uploads/data-sub-hero-image.ade6340a.png	(from https://www.Paysusofi.com/services/data-subscription/)
10:45:49	285/285	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2009:45:48%20GMT	https://Paysusofi.b-cdn.net/wp-content/uploads/data-sub-how-it-works.d64e509c.png	C:/Users/User/Desktop/STOP/Paysusofi.b-cdn.net/wp-content/uploads/data-sub-how-it-works.d64e509c.png	(from https://www.Paysusofi.com/services/data-subscription/)
10:46:03	1576/1576	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:45:55%20GMT	https://www.Paysusofi.com/wp-json/wp/v2/pages/29	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/wp/v2/pages/29.json	(from https://www.Paysusofi.com/services/airtime-purchase/)
10:46:05	1601884/1601884	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2016:28:16%20GMT	https://www.Paysusofi.com/wp-content/uploads/data-sub-hero-image.ade6340a.png	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-content/uploads/data-sub-hero-image.ade6340a.png	(from https://www.Paysusofi.com/services/data-subscription/)
10:46:05	2109/2109	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:46:04%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fservices%2Fairtime-purchase%2F	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embed5e96.json	(from https://www.Paysusofi.com/services/airtime-purchase/)
10:46:06	2267/2267	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Sep%202024%2009:46:05%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fservices%2Fairtime-purchase%2F&format=xml	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embed284d	(from https://www.Paysusofi.com/services/airtime-purchase/)
10:46:06	1555/1555	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:46:06%20GMT	https://www.Paysusofi.com/wp-json/wp/v2/pages/31	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/wp/v2/pages/31.json	(from https://www.Paysusofi.com/services/pay-bills/)
10:46:16	2074/2074	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:46:06%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fservices%2Fpay-bills%2F	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embed7180.json	(from https://www.Paysusofi.com/services/pay-bills/)
10:46:18	2232/2232	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Sep%202024%2009:46:17%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fservices%2Fpay-bills%2F&format=xml	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embed15dc	(from https://www.Paysusofi.com/services/pay-bills/)
10:46:18	284/284	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2026%20Sep%202024%2009:46:18%20GMT	https://Paysusofi.b-cdn.net/wp-content/uploads/pay-bills-hero-image.9ab68a4e.png	C:/Users/User/Desktop/STOP/Paysusofi.b-cdn.net/wp-content/uploads/pay-bills-hero-image.9ab68a4e.2f.delayed	(from https://www.Paysusofi.com/services/pay-bills/)
10:46:19	2194291/2194291	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2016:29:00%20GMT	https://www.Paysusofi.com/wp-content/uploads/data-sub-how-it-works.d64e509c.png	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-content/uploads/data-sub-how-it-works.d64e509c.png	(from https://www.Paysusofi.com/services/data-subscription/)
10:46:22	1458/1458	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:44:52%20GMT	https://www.Paysusofi.com/wp-json/wp/v2/pages/33	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/wp/v2/pages/33.json	(from https://www.Paysusofi.com/contact-us/)
10:46:24	2059/2059	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:46:23%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fcontact-us%2F	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embeddddb.json	(from https://www.Paysusofi.com/contact-us/)
10:46:24	1090788/1090788	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202024%2017:07:44%20GMT	https://www.Paysusofi.com/wp-content/uploads/pay-bills-hero-image.9ab68a4e.png	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-content/uploads/pay-bills-hero-image.9ab68a4e.png	(from https://www.Paysusofi.com/services/pay-bills/)
10:46:25	2219/2219	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Sep%202024%2009:46:24%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fcontact-us%2F&format=xml	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embed87c9	(from https://www.Paysusofi.com/contact-us/)
10:46:26	1439/1439	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:46:25%20GMT	https://www.Paysusofi.com/wp-json/wp/v2/pages/35	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/wp/v2/pages/35.json	(from https://www.Paysusofi.com/faqs/)
10:46:27	2029/2029	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:46:26%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Ffaqs%2F	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embedd750.json	(from https://www.Paysusofi.com/faqs/)
10:46:29	2189/2189	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Sep%202024%2009:46:28%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Ffaqs%2F&format=xml	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embed0127	(from https://www.Paysusofi.com/faqs/)
10:46:31	1450/1450	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:46:30%20GMT	https://www.Paysusofi.com/wp-json/wp/v2/pages/415	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/wp/v2/pages/415.json	(from https://www.Paysusofi.com/terms/)
10:46:32	2034/2034	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:46:31%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fterms%2F	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embed60db.json	(from https://www.Paysusofi.com/terms/)
10:46:34	2194/2194	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Sep%202024%2009:46:33%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fterms%2F&format=xml	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embede0da	(from https://www.Paysusofi.com/terms/)
10:46:35	1444/1444	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:46:34%20GMT	https://www.Paysusofi.com/wp-json/wp/v2/pages/3	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/wp/v2/pages/3.json	(from https://www.Paysusofi.com/privacy/)
10:46:38	2065/2065	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:46:36%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fprivacy%2F	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embed7411.json	(from https://www.Paysusofi.com/privacy/)
10:46:42	2225/2225	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Sep%202024%2009:46:41%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fprivacy%2F&format=xml	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embedf035	(from https://www.Paysusofi.com/privacy/)
10:46:44	1462/1462	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:46:43%20GMT	https://www.Paysusofi.com/wp-json/wp/v2/pages/434	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/wp/v2/pages/434.json	(from https://www.Paysusofi.com/cookies/)
10:46:46	2062/2062	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Sep%202024%2009:46:45%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fcookies%2F	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embedda1a.json	(from https://www.Paysusofi.com/cookies/)
10:46:48	2222/2222	---M-Z	200	added ('OK')	text/xml	date:Thu,%2026%20Sep%202024%2009:46:47%20GMT	https://www.Paysusofi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.Paysusofi.com%2Fcookies%2F&format=xml	C:/Users/User/Desktop/STOP/www.Paysusofi.com/wp-json/oembed/1.0/embed6351	(from https://www.Paysusofi.com/cookies/)
